#Word,polarity
eternity,0.041666666666666664
soda_biscuit,0.25
expanse,0.125
academician,0.041666666666666664
hallowed,0.375
english-gothic,-0.25
airheaded,-0.5
blast_off,-0.125
bung,0.08333333333333333
thing,-0.020833333333333332
efficient,0.25
white_leather,-0.125
family_convallariaceae,-0.625
lividity,-0.3125
stance,-0.0625
secluded,0.0625
heterocyclic,-0.125
crimp,0.025
phylogenetically,0.125
renewal,0.041666666666666664
experient,0.5
interrupt,-0.1
foot_doctor,0.125
abye,-0.125
renegue_on,0.125
smallpox,0.25
concealed,-0.1875
thrashing,-0.0625
manipulatively,0.375
best-selling,0.125
archiannelid,-0.375
haggardly,0.25
prickly_heat,0.125
overcredulity,0.375
spider_web,-0.0625
cone_clutch,0.25
too-greedy,-0.25
orange_peel,-0.0625
relinquished,-0.125
oblique_triangle,-0.125
constitutional,0.15
universal_set,-0.125
unoriented,-0.625
capriciousness,0.125
hair-raising,-0.375
cheilosis,-0.5
class_tentaculata,0.125
swishy,0.125
humble,-0.4791666666666667
dolefully,-0.25
plush,-0.0625
intelligibly,0.125
drambuie,0.125
genus_dasyatis,-0.25
buttery,-0.0625
medical_instrument,0.125
amoebiasis,-0.625
head_and_shoulders_above,0.625
imprecisely,0.125
lucubration,-0.25
herpes_labialis,-0.25
department_of_chemistry,0.125
villainous,-0.556
dulciana,0.125
grieving,-0.625
approbation,0.125
apothegmatical,0.125
terribly,-0.25
barbecue_sauce,-0.5
checkered_whiptail,0.125
level_best,-0.25
confidential,0.15625
unwritten,-0.16666666666666666
contemporaneousness,0.125
faery,0.125
staying_power,0.125
self-loving,0.25
uncorrected,-0.6875
panduriform,0.25
mincing,0.75
low-lying,-0.125
head_trip,0.25
gazillion,-0.125
potato_wart_fungus,-0.75
faze,0.25
unacceptableness,-0.625
emphasized,0.25
euphonical,0.375
garb,-0.0625
gain_ground,0.25
paternalism,0.5
run_out,0.015625
rugged,-0.1875
yammer,-0.0625
researcher,1.0
insensitively,0.25
unsurprising,0.25
manner,0.25
leo_tolstoy,0.125
trimly,0.25
subside,-0.0625
parturient,0.125
dark_comedy,-0.625
snappishly,-0.25
zip,0.020833333333333332
other,-0.21875
underclassman,-0.5
abrasion,-0.041666666666666664
falstaff,-0.25
lovers'_knot,0.125
in_truth,0.5
preponderance,0.16666666666666666
avertible,0.625
ustilaginoidea_virens,-0.375
scholarly,0.25
cattish,-0.625
infiltrator,-0.1875
continuing_education,0.25
chemistry_department,0.125
sap,0.125
superiority_complex,0.25
hypesthesia,-0.125
hepatojugular_reflux,-0.125
bluff_out,-0.375
fulgurous,0.25
abruptness,0.08333333333333333
puritanism,-0.125
sweet_talk,-0.125
leper,-0.1875
manner_of_speaking,-0.25
bewilder,-0.1875
chemosorptive,-0.25
desensitizing,-0.5
refined,0.25
grizzle,-0.25
emphasis,0.21875
scot_free,0.375
maiden,-0.041666666666666664
embrocation,-0.125
malaria,-0.375
mindless,-0.225
sylvian_fissure,0.25
aneurism,-0.375
order_myxobacteria,0.125
brightly,0.25
last,-0.03571428571428571
huntington's_disease,0.125
spiritually,0.125
centipede,0.125
anaemia,0.125
bacteria_species,0.125
undesirably,-0.25
heartrending,-0.75
incessancy,-0.25
mimic,-0.041666666666666664
unportable,-0.25
dead_axle,-0.375
toiling,-0.375
unsympathetic,-0.475
wrench,-0.08928571428571429
coffee-table_book,0.5
undercharge,-0.2916666666666667
lenten,0.25
eruption,-0.0625
cry_out,-0.375
retrogress,-0.1875
attaint,-0.3125
understatement,-0.125
anorchism,-0.5
subfusc,-0.125
bionic,-0.1875
selfish,0.25
monosaccharide,-0.375
orthophosphate,-0.125
rashly,0.125
dustup,-0.125
pin_down,-0.08333333333333333
vodka,-0.125
skeletal,0.125
hard_time,-0.1875
recalcitrancy,0.25
unfeelingness,-0.125
verbosity,-0.5
lecher,0.375
white-pine_rust,-0.75
tolerate,-0.03125
despair,-0.20833333333333334
starlike,-0.125
raised,-0.041666666666666664
washy,-0.125
ducal,0.75
disdainfully,0.3125
call,0.01524390243902439
dizzy,-0.4166666666666667
saint_nick,0.25
appeals_board,-0.375
collards,0.125
die-hard,-0.375
spitting_image,0.125
family_rhinolophidae,0.125
participatory,0.125
hector,0.0625
oldster,0.125
begum,0.25
mysticism,-0.0625
sausage_curl,0.25
family_chrysopidae,-0.25
persist,-0.08333333333333333
shrewd,0.375
props,0.875
coriander_plant,0.125
streamlined,0.125
twilight,-0.0625
subclass_crossopterygii,0.125
crumple,-0.03125
triangular,0.125
sentry_box,-0.125
hueless,-0.125
clarity,0.3125
epigram,0.25
anarchically,0.25
premeditated,0.125
inapplicable,-0.75
overachiever,0.5
silver-leafed,0.125
uncivil,0.875
smear_word,0.5
betray,-0.3541666666666667
occasion,0.0625
nonplus,-0.125
mug's_game,-0.625
factuality,0.25
fervency,0.125
unlisted,-0.6875
rocephin,-0.125
trial,-0.020833333333333332
implicitly,-0.1875
sleazy,-0.4583333333333333
jaunt,-0.0625
stop,-0.017045454545454544
overwrought,-0.125
quivering,0.0625
unearned,-0.375
indifferently,0.125
escape_mechanism,0.125
flagellated_protozoan,0.125
imply,0.075
en_deshabille,-0.25
well-thought-of,0.875
foaming,-0.5
acquaintanceship,0.5
grieve,-0.4375
inappropriateness,-0.625
bacchanal,0.03125
amenorrhea,-0.625
tend,0.16666666666666666
leo_xiii,0.25
retrace,0.1875
fluoxetine_hydrocholoride,-0.25
specious,-0.25
deprivation,-0.3333333333333333
criminal,-0.34375
nurse-patient_relation,0.125
wishfulness,-0.625
in_two_ways,0.625
footling,-0.125
jilted,-0.5
hopelessly,-0.16666666666666666
bop,-0.0625
asinine,0.375
hobo,-0.375
aggravated,-0.3125
sagaciousness,0.3125
carbuncular,-0.75
prodigal,0.0625
yid,-0.5
sixth_sense,0.25
benedictive,-0.375
piquance,0.0625
oblate,0.1875
queen-sized,-0.25
glazed,-0.09375
demerit,-0.4375
posse,0.125
unwished,-0.25
unapproachability,-0.625
treasured,0.375
health_code,0.375
acid_test,0.25
nervus_coccygeus,-0.25
heist,-0.041666666666666664
lymphedema,-0.5
ecumenicism,0.125
oneness,-0.125
naturalise,-0.03125
organon,0.125
veneer,-0.041666666666666664
exclude,-0.025
gibraltar_fever,-0.125
de_facto,0.1875
barbarous,-0.3125
habituation,0.0625
vault,0.020833333333333332
trigger-happy,-0.125
upward,0.03125
procavia,-0.125
meterstick,0.125
postnatal,-0.125
sea_catfish,-0.375
rhabdosarcoma,0.125
tastily,0.125
willfulness,-0.5
consenting,0.375
chapelgoer,-0.625
admonition,0.0625
unbefitting,-0.625
typhus_fever,0.25
friend,0.075
vainglorious,-0.5
nongovernmental_organization,-0.5
duplicity,-0.375
halal,0.16666666666666666
chironomus,-0.125
threatened,-0.25
suborn,-0.3333333333333333
defense,-0.11458333333333333
accumulation,-0.1875
dismally,0.25
hamartia,-0.625
untraversed,-0.625
floor,0.010416666666666666
blushful,-0.125
cynipid_wasp,-0.125
advisedly,0.375
driven,0.16666666666666666
reinvigorated,0.25
soliton,-0.25
asthma_attack,-0.375
mathematics_department,0.125
let,-0.03125
fantabulous,1.0
cocker,-0.0625
obtrude_upon,-0.25
formlessly,0.25
jewellery,0.125
up_in_the_air,0.25
insipid,-0.125
moralism,0.375
brachyurous,-0.125
rhapsodic,-0.25
tactfulness,0.5
arenaceous,-0.125
blather,-0.0625
movableness,0.5
waiter's_assistant,-0.25
forbidding,-0.20833333333333334
trample,-0.03125
economy_of_scale,0.125
authoring_language,-0.125
rhabdomyoma,0.25
double-bedded,0.125
ham-fisted,-0.625
inadequacy,-0.08333333333333333
canny,0.5
standardize,-0.1875
bringing_up,0.125
overfeeding,-0.5
false_verdict,-0.5
apple_canker,0.375
derrick,0.125
maharanee,0.125
line_of_reasoning,0.125
wail,-0.3333333333333333
ileal_artery,0.25
spirituous,0.375
just,0.3125
hard-core,0.4166666666666667
congenialness,0.375
alarmingly,0.375
patronage,0.05357142857142857
family_myrtaceae,0.125
big-ticket,0.25
rely_on,0.125
denote,0.041666666666666664
squawk,-0.25
philosophic,-0.25
aplastic_anemia,-0.5
honey,0.03125
stochasticity,-0.375
calibrate,0.16666666666666666
indignant,-0.75
sympathiser,-0.125
contemptuously,0.5
solidness,0.0625
enlightened,0.2916666666666667
pyrophobia,0.125
fungus_gnat,-0.3125
haphazardly,0.1875
tax_revenue,0.25
unsmiling,-0.75
unbridgeable,-0.125
rollickingly,0.25
grumbling,-0.4583333333333333
gulyas,0.125
fornication,-0.0625
compromise,-0.05
anomaly,-0.041666666666666664
indeterminacy,0.25
reddish-striped,0.125
malformation,-0.1875
starchlike,0.125
enigma,-0.1875
entrancement,-0.5
dictatorship,-0.5
impugn,-0.875
spider's_web,-0.0625
fetidness,-0.375
soft-shell_crab,-0.1875
accelerator_factor,-0.25
tunic,-0.0625
commemoration,0.3125
dystopian,-0.5
unmasking,0.125
emotional_person,0.125
paradoxical,0.125
cabinetry,0.5
mojo,0.125
striated_muscle,0.125
despot,-0.125
alertness,0.20833333333333334
melaena,-0.375
gourmandism,0.125
social_affair,0.25
shuffler,-0.25
thundershower,-0.125
free_verse,-0.625
riotous,-0.4166666666666667
bar,-0.019736842105263157
bush-league,-0.75
regional_ileitis,-0.625
nettlesome,-0.375
encyclopedism,0.375
cocksureness,0.5
self-consciousness,0.0625
magnetic,0.225
ordination,0.041666666666666664
meld,0.03125
false_truffle,0.0625
frame-up,-0.125
meatless,-0.375
atlantic_cod,0.125
chokedamp,0.25
stick_up,-0.125
speckless,0.5
unshaped,-0.125
prestigiousness,0.125
cinch,0.0625
single-spaced,-0.375
worn_out,0.125
gymnosperm,-0.25
polarize,0.041666666666666664
uncomfortably,-0.375
mudder,0.125
groundless,-0.5
consonantal,0.1875
low_tide,-0.25
ensky,0.375
postfix_notation,0.125
uranium_ore,0.25
catalexis,-0.5
saliency,0.125
acephalous,0.125
deathly,-0.2916666666666667
deceptively,-0.625
hedger,0.041666666666666664
formality,0.20833333333333334
malignance,-0.5
damages,-0.125
nitty-gritty,0.25
reserved,0.125
pufferfish,0.125
get_worse,0.5
fill,-0.056818181818181816
thrall,0.0625
valiancy,0.5
core,0.03409090909090909
clean-cut,0.5625
comb_out,0.0625
undiminished,-0.5
canella_bark,0.25
troposphere,0.125
plumcot,0.0625
prideful,0.1875
ficus_religiosa,0.125
podiatrist,0.125
elation,-0.125
genus_uria,-0.125
corn_sugar,0.0625
exclusiveness,0.125
promptness,-0.0625
tigerish,-0.5
seer,0.041666666666666664
shower_down,-0.25
abstract_thought,0.125
maneuverable,0.25
striver,-0.125
pallidness,-0.625
suggestive,0.041666666666666664
rotationally,0.25
cyanogenic,0.625
worthwhile,0.375
demonization,-0.625
colonel_blimp,-0.3125
release,0.028409090909090908
theater_critic,0.125
ill-being,0.25
turn,0.003289473684210526
quiet,-0.0673076923076923
haldane,-0.03125
sunnily,0.375
bad_person,-0.125
huntingdon_elm,0.25
confiding,0.625
linanthus_dianthiflorus,-0.25
violator,0.1875
meditativeness,0.125
tiresomely,0.25
intensified,-0.125
ignominy,-0.5
come-at-able,0.5625
harmonical,0.125
bashfully,0.375
truculently,0.1875
despicableness,0.25
adamantine,-0.25
sir_lancelot,0.125
nonfluent_aphasia,-0.125
roast_veal,0.5
remedial,0.3125
unseasonableness,-0.25
deification,0.16666666666666666
steak_au_poivre,-0.25
curry_favor,0.125
granulocyte,-0.125
flightless,-0.5
stall,-0.008928571428571428
infernal_region,-0.25
wise_up,0.3125
diagrammatically,0.125
chlorinate,-0.0625
troublemaker,-0.5
pneumococcal_pneumonia,-0.25
tackiness,-0.25
soft_sell,-0.25
even,0.026785714285714284
genus_dicamptodon,-0.125
hearsay_evidence,-0.5
stone-cold,-0.25
class_asteroidea,0.125
agriculture,0.03125
drug_cocktail,-0.125
unlucky,-0.625
inexpediently,0.25
autogamic,0.125
scoop,0.015625
bimillennium,0.1875
inversely,-0.375
imposing,0.25
ozone_sickness,0.625
red-faced,-0.3125
snorter,-0.08333333333333333
screaming,0.05
banner,0.25
ormuzd,0.5
creatin,-0.5
hydatid_disease,-0.25
defendable,0.625
lazarette,0.25
prankishness,0.375
true_lover's_knot,0.0625
unwiseness,0.25
evil_eye,-0.25
infectious_polyneuritis,-0.5
first-class,1.0
spectacled,-0.25
mistakenly,0.25
accretive,-0.25
wisdom,0.25
compass,0.03571428571428571
predate,0.03125
inaptness,0.75
catechin,0.125
teff,0.5
snow,0.08333333333333333
good_example,0.125
hickey,-0.125
auditory_hyperesthesia,0.25
unrevived,-0.125
sodden,0.125
clamber,-0.125
accessory_during_the_fact,-0.125
loiter,0.125
serviceable,0.25
confound,-0.25
teachable,0.5
hungarian_goulash,0.125
lessen,-0.08333333333333333
house_sitter,-0.375
wrongheaded,-0.5
petroselinum_crispum_tuberosum,0.25
unprocessed,-0.7083333333333334
unorganised,-0.75
hypochondria,-0.375
antisemitism,-0.125
differentially,0.25
st._mary_magdalene,-0.25
insaneness,-0.125
pennant,0.041666666666666664
emphatically,0.25
stuffily,0.25
signature,0.05
hamstring,-0.08333333333333333
sleep_in,-0.0625
apt,0.0625
chapped,-0.125
emarginate_leaf,0.25
incomprehensible,-0.375
blameless,0.25
sexlessness,-0.5
viatical,-0.375
out,-0.13970588235294118
tropically,0.125
radiopacity,-0.125
rectilinear,-0.125
acquirable,0.625
tattletale_grey,-0.125
extirpable,0.375
hydramnios,-0.375
amoralism,0.5
service_station,0.25
nonalinement,-0.125
tritely,0.125
periodontal_disease,0.375
tabouret,-0.25
unpersuadable,-0.75
anigozanthus_manglesii,-0.125
western_diamondback_rattlesnake,-0.125
moss_green,-0.125
endocarditis,-0.375
congenital_disease,-0.125
karttikeya,0.125
highfalutin,0.5
lashing,-0.125
stylist,0.0625
impiously,0.25
funiculitis,-0.5
bleached,-0.375
synchronizing,-0.125
brick,0.375
seriocomedy,-0.375
overcautious,0.625
unavoidable,-0.5
manipulative_electronic_deception,-0.25
square-tailed,0.125
bottom-up,0.125
bad,-0.5955882352941176
hemimetamorphous,-0.25
convallaria,-0.125
flowing,0.0625
sluttishness,0.375
moral_sense,0.125
diminish,0.125
annul,-0.1875
clink,0.03125
snafu,0.041666666666666664
jarring,-0.625
contractility,-0.375
vicennial,0.25
decontaminate,0.125
trionyx,-0.25
official,0.03571428571428571
amoebic_dysentery,-0.625
disable,-0.375
babe_didrikson,0.25
hooligan,-0.875
vena_lacrimalis,0.375
frostiness,-0.125
mask,-0.08333333333333333
hooky_player,-0.125
ghz,-0.125
trichloroethane,-0.125
closemouthed,0.125
peak_season,0.125
baking_chocolate,0.625
citation,0.020833333333333332
plug,-0.009615384615384616
swear,0.1
ratiocination,0.3125
plant,-0.0125
philosophy,0.041666666666666664
chinese_angelica_tree,-0.125
ruscus_aculeatus,0.125
hydrobates,-0.25
academic_robe,-0.125
spectroscopic_analysis,0.375
fall_by_the_wayside,-0.25
special_weapons_and_tactics_team,-0.125
piggy,-0.0625
jejunitis,-0.125
poorly,-0.6875
melee,-0.375
genus_xiphias,-0.125
twisted,0.125
lube,0.3125
judgment_day,0.5
christmas_factor,-0.75
diplomatically,0.125
pukka,0.5
sidle_up,0.5
rasp_fern,0.375
unamended,-0.125
salvinia_auriculata,0.375
strut,-0.125
trouper,-0.0625
pile_up,-0.041666666666666664
cream_puff,-0.25
indemnification,-0.125
derivative_instrument,0.125
sight,0.041666666666666664
nonmedicinal,-0.5
nonspeaking,-0.5
agnostic,0.125
bicuspid,0.0625
distractedly,0.25
audenesque,0.5
mono,-0.375
unexhausted,0.125
munj,-0.125
bark,-0.041666666666666664
abash,-0.25
labor-intensive,-0.5
irrepressibility,0.75
vacation,0.041666666666666664
zit,-0.25
unaffectionate,0.25
druggist,0.125
nihilist,0.0625
bodyguard,-0.0625
all-embracing,0.375
fey,-0.3125
leave_alone,-0.125
endarteritis,-0.75
ambidexterity,0.125
declare,0.015625
staunchness,-0.625
sod's_law,-0.5
genus_momotus,-0.125
barefaced,0.125
misconstrual,-0.375
unknown_region,-0.125
suborder_anthropoidea,0.125
unexplained,0.125
aweary,0.375
muck_up,-0.5625
do-nothing,-0.1875
freemail,0.125
arnoseris,0.125
immunized,0.125
abscessed,-0.5
sergeant_first_class,0.125
exhilarating,0.5
pandemonium,-0.25
nephropathy,0.375
unforgettable,-0.375
uncertified,-0.25
unprotective,-0.375
intermittence,-0.125
loose_woman,-0.125
frivolously,0.125
hatless,-0.625
willful_neglect,-0.375
exhilarate,0.25
bone_oil,-0.0625
overindulgent,-0.125
sneakiness,0.5
check,0.023026315789473683
favorable_position,0.625
awful,-0.21428571428571427
ill-tempered,-0.625
caseous,-0.75
befit,0.375
satiate,-0.125
presidency,0.125
nonpartisan,0.125
unprovocative,0.125
broca's_aphasia,-0.125
wrecker,-0.16666666666666666
sniff_out,0.25
unlifelike,-0.125
ratafee,-0.125
cross-fertilise,0.1875
hindooism,-0.125
amoebiosis,-0.625
triolein,-0.625
fanatism,-0.5
rudimentary,-0.25
gestate,0.0625
nonassociative,-0.125
george,0.017857142857142856
flag_waving,0.375
bogey,-0.02800000000000001
jactitation,-0.20833333333333334
previous,-0.16666666666666666
significant,0.125
undepicted,-0.25
cabbage-bark_tree,-0.25
constitutionalize,0.08333333333333333
sink,0.009615384615384616
tape_deck,-0.125
distrait,-0.25
invigoration,0.4375
fluoroboride,-0.25
circumscribed,-0.125
skanky,-0.5
unhewn,-0.75
albion,0.25
falsifiable,0.75
cebu,0.0625
nutty,-0.3125
hoist,-0.03125
double_check,0.125
amyloid,0.041666666666666664
intrusive,-0.125
library,0.025
honeyed_words,0.625
demineralisation,-0.125
materialize,-0.125
kitty,0.0625
azonic,-0.5
secularization,-0.1875
unsurprised,-0.5
catcall,-0.375
orange_soda,-0.125
tansy_mustard,-0.125
unnoticeable,-0.4166666666666667
carry_on,-0.09375
covetous,0.0625
fruitlessness,0.0625
genus_cypraea,0.125
rurality,0.125
flunk,-0.0625
labyrinthitis,-0.125
maturely,0.125
mediterranean_fever,-0.125
feather,0.017857142857142856
constellate,-0.041666666666666664
lawlessness,-0.0625
derisorily,0.375
insensitiveness,-0.5
rationalise,0.025
unblinking,0.1875
irresponsibly,0.5
uncalled-for,-0.5
acrophobia,0.25
thug,-0.25
hyperbetalipoproteinemia,-0.125
hungriness,-0.041666666666666664
tragicomedy,-0.25
niffy,-0.75
erotic_love,0.25
optic_disc,-0.5
maliciousness,-0.875
nalidixic_acid,-0.125
stunt_woman,-0.125
hilariously,0.25
pathetic_fallacy,-0.375
animated,0.1875
vega,0.0625
soulfully,0.25
straight,-0.047619047619047616
midazolam,-0.125
agitated,-0.3125
toilet,-0.125
clamp,-0.08333333333333333
unconscionable,-0.5
incidentally,0.0625
hazard_insurance,-0.125
hepatitis_c,-0.125
least_effort,-0.5
snooty,-0.625
nonflavoured,-0.125
deferential,0.5
copacetic,0.375
reniform,0.125
back,0.03571428571428571
revengefully,0.25
pack,-0.011363636363636364
normality,-0.03125
desex,-0.25
equiprobable,-0.25
grumpy,-0.625
balsam-scented,-0.25
physical_topology,-0.125
mother's_daughter,0.125
monosemy,0.125
disc-shaped,0.25
mary_ann_evans,0.125
timid,0.15625
lounge_chair,-0.25
refulgent,0.125
precisely,0.16666666666666666
toxic_waste_dump,0.125
penitentiary,0.20833333333333334
tineoidea,0.125
cabbage,-0.03125
imperfective,-0.5
fib,-0.25
ill-humored,-0.625
beautiful,0.6875
standoffish,-0.5
daypro,-0.25
settled,0.0625
appetizingness,-0.25
sterilize,-0.125
astatic,-0.375
hemimetabolism,-0.125
high_comedy,0.375
nemesis,-0.3125
cloudy,-0.041666666666666664
neutralise,-0.125
creatine,-0.5
expansible,0.25
live_it_up,-0.125
fortuity,-0.125
ail,-0.4583333333333333
introversion,-0.08333333333333333
dreamily,0.125
kayoed,-0.125
associative,-0.625
catholicon,-0.125
spiff_up,0.25
aspersion,0.125
miosis,-0.125
unfree,-0.3125
under_the_weather,-0.625
clownlike,0.25
anestrous,-0.25
lambaste,-0.375
fox,-0.2
autumn-blooming,0.125
untried,-0.375
haemoglobinemia,-0.25
tetanic,-0.75
designatum,-0.125
polyporus,0.125
unmodulated,0.25
judicial,0.15625
asplenium_scolopendrium,0.25
sodom,0.0625
breeding,0.25
treasonably,0.25
unmitigated,-0.625
biohazard_suit,-0.125
complementarity,0.0625
pneumocytosis,-0.25
doped,-0.0625
clamor,-0.05
bedwetter,-0.5
cracking,0.1875
dip_into,0.25
family_trionychidae,-0.25
arcella,-0.125
proaccelerin,-0.25
kangaroo's-foot,-0.125
ethyl_alcohol,-0.0625
favorableness,0.5
spherocyte,-0.125
blue-blind,-0.625
phalangist,-0.375
terrine,-0.375
pastis,-0.125
golden_boy,0.125
dim,-0.1875
stag_beetle,0.125
spotted_antbird,0.375
extralegal,-0.75
anthropophagy,-0.125
quibbler,-0.75
pseudaletia_unipuncta,-0.1875
constructive_eviction,-0.625
commonplaceness,0.375
pinwheel-shaped,0.125
dependableness,0.625
poke_into,-0.0625
foster-daughter,-0.375
embryoma_of_the_kidney,-0.125
unpleasant-smelling,-0.875
basis,0.08333333333333333
sheepishness,-0.375
pluralise,0.5
plentitude,-0.375
hoodmold,0.125
false_mildew,0.125
grim,-0.5416666666666666
lysogenic,0.3125
equipt,0.25
synchytrium,0.625
standoffishness,0.375
peace_pipe,-0.125
fender,-0.0625
well-bred,0.75
demureness,0.4375
irreproducible,-0.5
hobnailed,-0.5
flag,0.041666666666666664
implike,-0.25
perniciously,0.125
unweary,0.125
hypodermatidae,-0.25
trigeminal_neuralgia,-0.25
assistant_professor,-0.625
i.e.d.,-0.125
nothosauria,-0.125
turdus,-0.125
striate,0.125
unexpectedness,0.25
yellow_fever,-0.125
brevet,0.125
dermatomyositis,-0.375
glassless,-0.625
fondly,0.125
shintoism,-0.375
manipulative,0.25
scrubbiness,-0.125
danaid,-0.375
mosaic_culture,0.25
skin-deep,0.125
integrity,0.6875
complacency,-0.375
black_magic,-0.375
fooling,-0.625
sumpsimus,0.25
inexpressive,-0.25
fairway,0.041666666666666664
priodontes,0.25
jacket,-0.03571428571428571
expert_witness,-0.25
stemma,0.041666666666666664
credulity,0.375
ungodly,-0.75
tapered,0.25
delinquency,-0.20833333333333334
sunlit,-0.25
awol,-0.125
blockhead,-0.375
least_resistance,-0.5
gentlemen's_agreement,0.125
bighead,-0.125
walking_on_air,1.0
bitt,0.0625
genus_priodontes,0.25
disorganized,-0.25
empty-headed,-0.5
organdy,0.125
truncus_atrioventricularis,-0.25
declamatory,-0.25
legal_blindness,-0.375
obstreperousness,-0.25
slavish,-0.375
metaknowledge,0.375
unfavorable_judgment,-0.5
saccharine,-0.125
pocket_comb,0.125
fishtail_bit,-0.25
naive,-0.025
support,0.022727272727272728
yob,-0.875
mouse,-0.041666666666666664
genital_herpes,-0.375
benignantly,0.125
showcase,0.0625
solubility,0.08333333333333333
tepidly,0.25
hyperbolically,0.125
jamestown_weed,-0.125
low-budget,0.375
align,-0.03125
nightmarish,-0.375
herpes_virus,-0.375
unhearing,-0.625
presbyopia,-0.25
senselessly,0.0625
sleeping_beauty,-0.25
bronchospasm,-0.75
wishy-washy,-0.25
public_debate,0.125
silkily,0.125
abrade,-0.0625
pacification,-0.125
deserted,-0.375
sno-cat,0.375
tell_on,-0.125
atopic_dermatitis,0.25
genus_najas,-0.125
zonary,0.125
flindosa,-0.125
fencer,0.125
sociable,0.4166666666666667
parallelism,0.125
untroubled,-0.125
unearned_run,-0.125
come_back,0.125
punctureless,-0.625
curing,-0.125
jungian_psychology,-0.125
risibility,-0.25
recuperation,-0.5
rose-mauve,-0.375
dullard,-0.125
desideratum,0.375
goddam,-0.125
pathology,0.3125
showy,0.21875
lie,-0.025
agnathan,-0.5
louis_harold_gray,-0.25
flight_line,-0.375
expediently,0.125
unsuspected,-0.625
hacker,-0.0625
zoftig,0.125
self-involved,0.5
drop-off,0.08333333333333333
faultlessness,0.125
ferret-sized,0.125
transuranic,0.125
unawed,-0.125
endangered,-0.625
numbness,-0.125
lucifer,-0.08333333333333333
tarantelle,0.375
father_christmas,0.25
anthropoidea,0.125
nonmetal,-0.5
breakthrough,0.25
stringently,0.25
directly,-0.03125
lounge,0.03125
abdias,-0.125
demagog,0.125
educative,0.375
bad_hat,-0.5
base,-0.0977
fellate,0.125
obsequiousness,0.5
edta,-0.375
sensitivity,-0.025
peruse,0.125
orphenadrine,-0.25
professedly,-0.0625
ski_jacket,-0.25
hangman's_halter,-0.125
brynhild,-0.25
sliding_keel,0.125
muscle,-0.041666666666666664
unfrightened,0.375
dwarf_cornel,0.25
offensively,-0.08333333333333333
grand_mufti,0.125
atlantic_sailfish,0.375
genus_jacksonia,-0.5
haywire,-0.375
aqueous,-0.125
whimper,-0.125
pride_of_place,0.125
formulate,-0.03125
colitis,-0.625
french_ultramarine,-0.125
die_back,0.25
shellfire,0.125
pro_forma,-0.125
statistically,0.375
bleary,-0.3125
asymmetry,-0.375
lynch,-0.125
vox_angelica,0.25
frisky,0.5
grumbler,-0.125
slip,-0.04807692307692308
linear,0.05
narcotizing,0.125
twosome,-0.0625
narcotic,-0.09375
invention,0.125
dimensional,0.25
specialty,0.16666666666666666
rationalise_away,-0.125
gongorism,-0.25
loading,-0.025
genus_albugo,-0.5
commination,0.0625
myxinidae,0.125
gymnosporangium_juniperi-virginianae,-0.625
glutamate,-0.125
mascarpone,-0.125
congeniality,0.24350000000000002
splendidly,0.4375
lotusland,0.375
incognito,0.0625
heteroploid,-0.25
dispensableness,0.375
barrater,-0.25
uniparous,0.25
prickle,-0.28125
sit_out,-0.0625
luminescence,-0.3125
deputize,-0.125
casual,-0.25
late_blight,-0.375
bureau_of_diplomatic_security,0.125
signor,0.25
ingratiating,0.4375
rock_cress,0.125
undivided,-0.5
fulsomeness,-0.125
physics_department,0.125
cool_it,-0.125
axenic,-0.375
numerousness,-0.125
rid,0.5
shock_therapy,-0.25
unsatisfactoriness,0.75
suborder_anseres,0.125
rabid,-0.3125
pillory,-0.15625
unequalled,0.375
jugular,0.041666666666666664
arabesque,0.125
solemnly,0.125
self-reproach,-0.25
incompetency,-0.25
claforan,-0.125
theorem,0.375
unleaded,-0.6875
anon.,-0.5
tangential,0.0625
safe_and_sound,0.125
syndrome,-0.0625
genus_vespa,-0.125
entomophthora,-0.125
vivify,0.125
crasher,-0.5
incommunicative,-0.5
outsmart,0.1875
individuality,0.0625
winery,0.125
ribonucleinase,-0.25
fatty_liver,-0.375
lymphangitis,-0.5
block_off,-0.125
shellproof,0.125
pip-squeak,-0.125
objectionably,0.125
philemon,-0.125
cloying,-0.125
resemblance,-0.5
indian_pink,0.0625
cultivated_strawberry,0.125
fluid,0.03571428571428571
stalinism,-0.5
trivialise,-0.125
king's_evil,-0.375
yonder,0.0625
deflective,0.125
drumbeat,0.041666666666666664
agitative,-0.5
dream,0.0625
anuria,-0.375
unlogical,0.5
english-gothic_architecture,-0.25
braggy,-0.25
dubiousness,0.125
hominoid,0.125
nut,-0.015625
oppositive,-0.125
jauntiness,0.25
perfidiously,0.25
sunbaked,-0.375
modus_operandi,0.25
satisfying,0.25
transient,-0.09375
ridiculer,-0.125
advertently,0.375
european_nuthatch,0.375
weakener,-0.25
churning,0.125
scour,-0.1
primary_atypical_pneumonia,0.125
barbecued,0.125
modernised,0.375
flowered,0.125
long_shot,-0.0625
slight,-0.075
unpretentiously,0.375
assail,-0.125
audacious,0.375
forgiveness,0.0625
microcytosis,-0.5
yellow_hornet,-0.25
tirelessly,0.375
behaviouristic_psychology,0.5
purchasing_department,0.125
advantage,0.21875
unregretful,-0.625
pugnacious,-0.0625
skinniness,-0.125
pointedly,0.125
unarbitrary,-0.625
hypersensitive,-0.25
great_pyrenees,0.25
sickeningly,-0.125
testacea,-0.125
